RECN,NAME,YOB,LEGALID,ADDRESS
824,Robert Robert,1927,EX14422,"5268 Maple St, Georgetown"
825,Joe Natalie,1968,ES18860,"6320 Big Sky Av, Hutto"
826,Darrin John,1913,KA17586,"7537 Fireoak Av, Dublin"
827,Gustavo Robert,1924,TZ18129,"8866 Main St, Dublin"
828,Smith Natalie,1980,WW18100,"2991 Shallow Lake St, Del Valle"
829,Natalie John,1969,NS14272,"5700 Maple St, Dallas"
830,David Beth,1995,SD18054,"3533 Winter Fall St, Amarillo"
831,Mary Emily,1934,KS16554,"2017 Congress Av, Amarillo"
832,Beth Joe,1955,GD17638,"724 Orange Maple St, Paris"
833,Joe Joe,1922,WW16644,"4087 Big Sky Av, Hutto"
834,Natalie Robert,1938,EA17615,"2015 Congress Av, Round Rock"
835,Magda Darrin,1954,XT10342,"1232 Windermeer St, Del Valle"
836,Sean Smith,1985,SN16998,"4616 Oak View St, Dallas"
837,Sean Robert,1964,SE17902,"5988 Orange Maple St, Austin"
838,Joe Smith,1947,NG10378,"6379 Big Sky Av, Round Rock"
839,Natalie David,1945,SE16412,"1788 Windermeer St, Austin"
840,David Darrin,1914,GW13381,"7956 Big Sky Av, Amarillo"
841,Mary Beth,1941,KG18642,"5346 Windermeer St, Georgetown"
842,Rebeca Rebeca,1994,DA17444,"3366 Fireoak Av, Austin"
843,Michael Beth,1928,GS15818,"948 Yellow St, Georgetown"
844,David Magda,1947,GS19425,"7611 Orange Maple St, Amarillo"
845,Magda Darrin,1944,DG15686,"1584 Oak View St, Austin"
846,Mary Beth,1971,NZ14021,"990 Windermeer St, Dallas"
847,Mary Smith,1943,WA12223,"143 Orange Maple St, Dallas"
848,George Smith,1950,TS19968,"3588 Shallow Lake St, Dublin"
849,Emily John,1949,LN19903,"9074 Congress Av, Del Valle"
850,Michael Rebeca,1920,LS14551,"3937 Fireoak Av, Del Valle"
851,Beth Sean,1989,GD17271,"5151 Fireoak Av, Georgetown"
852,Darrin Sean,1911,KX15343,"5697 Winter Fall St, Georgetown"
853,Joe Sean,1923,ES17504,"4830 Main St, Hutto"
854,Mary Beth,1927,ZE17302,"3676 Congress Av, Amarillo"
855,Rebeca Robert,1941,ED17507,"5217 Fireoak Av, Del Valle"
856,Beth Michael,1960,DA10745,"3301 Big Sky Av, Dublin"
857,Sean David,1939,XD16442,"5632 Windermeer St, Hutto"
858,Emily Emily,1937,DW10985,"6097 Shallow Lake St, Austin"
859,Joe Michael,1945,SL10269,"7358 Spicewood Av, Amarillo"
860,Michael Rebeca,1937,WT15392,"1485 Fireoak Av, Amarillo"
861,David Fran,1983,NZ15765,"3064 Windermeer St, Round Rock"
862,David Emily,1953,DX10212,"3966 Oak View St, Georgetown"
863,Smith Robert,1953,NA11636,"3506 Spicewood Av, Dublin"
864,Smith Michael,1964,EN11297,"5589 Spicewood Av, Del Valle"
865,Michael Michael,2006,ZX11631,"8282 Maple St, Amarillo"
866,Joe Alice,1988,ZG10351,"837 Yellow St, Dallas"
867,John Michael,1941,XX11930,"5038 Orange Maple St, Hutto"
868,Alice George,1988,NE16113,"5415 Maple St, Paris"
869,Darrin Smith,1940,KA17153,"726 E 6th Street, Round Rock"
870,David Rebeca,1915,XT10702,"792 Windermeer St, Hutto"
871,John Rebeca,1994,NL18723,"8960 E 6th Street, Round Rock"
872,Michael John,1975,GZ13675,"8521 Shallow Lake St, Austin"
873,Darrin Sean,1988,DA12074,"797 Big Sky Av, Dallas"
874,Gustavo Darrin,1937,TE13507,"7862 E 6th Street, Del Valle"
875,Beth Rebeca,1961,GL17053,"3723 Windermeer St, Austin"
876,Magda Smith,1955,GS14504,"7234 Maple St, Amarillo"
877,Sean Mary,1955,LZ17772,"7659 Maple St, London"
878,Michael Mary,1969,KN17681,"2580 Congress Av, Paris"
879,Joe George,2000,DS17191,"2741 Orange Maple St, Round Rock"
880,Smith David,1975,TA15322,"829 Main St, Del Valle"
881,George Darrin,1923,ZK18693,"5620 Spicewood Av, Dublin"
882,David Alice,1938,TZ13620,"4827 Yellow St, Dallas"
883,Natalie Smith,1923,NE11641,"8135 Yellow St, London"
884,Smith Joe,1959,ET11621,"6451 E 6th Street, Paris"
885,George Michael,1944,WE11218,"3148 Oak View St, Paris"
886,Smith Natalie,1994,DE18780,"3408 Yellow St, London"
887,Alice Michael,1962,DT15386,"3127 Yellow St, Del Valle"
888,Robert Smith,2009,XZ10388,"8420 Big Sky Av, Dublin"
889,Fran Alice,2004,DX16723,"2095 Oak View St, Round Rock"
890,Alice Natalie,1999,XX12209,"3610 Oak View St, Round Rock"
891,Gustavo Gustavo,1934,KA15816,"3945 Winter Fall St, Austin"
892,George Sean,1987,WS14742,"5177 Maple St, Round Rock"
893,Robert Gustavo,1911,AX10901,"7068 Shallow Lake St, London"
894,David Sean,1977,AE12317,"5604 Oak View St, Hutto"
895,Darrin Mary,1916,KZ15084,"9072 Shallow Lake St, Dublin"
896,Michael David,1947,EX18134,"3915 Congress Av, Dublin"
897,Joe Joe,1928,WL15415,"1979 Oak View St, Dublin"
898,George Rebeca,1917,SL19236,"3290 Congress Av, Del Valle"
899,Robert Rebeca,1910,AK13363,"2741 Big Sky Av, Paris"
900,Bob Bob,2008,XE19470,"8827 Big Sky Av, Georgetown"
901,Robert Bob,2000,SS13170,"8192 Main St, Round Rock"
902,Magda Fran,1929,ZG17673,"8997 Big Sky Av, Del Valle"
903,Rebeca Sean,1942,EN13056,"5464 Big Sky Av, Austin"
904,Michael Magda,2008,EK13827,"7518 Spicewood Av, Hutto"
905,David Smith,1946,TT14589,"6272 Spicewood Av, Amarillo"
906,Natalie Rebeca,1922,NX12311,"5437 Maple St, London"
907,Alice George,1920,LN12050,"5253 Winter Fall St, Dublin"
908,Smith Joe,1950,LD17837,"8291 Congress Av, Georgetown"
909,Robert Gustavo,2002,NS19333,"3901 Maple St, Del Valle"
910,George George,1944,WK11619,"3404 Big Sky Av, London"
911,Emily Michael,1917,WN11826,"8962 Windermeer St, Dallas"
912,Rebeca Darrin,1922,ST15156,"4131 Spicewood Av, Dublin"
913,Joe Mary,1929,GK14789,"683 Fireoak Av, London"
914,Rebeca Michael,1931,NW16858,"3225 Main St, Del Valle"
915,Sean Beth,1986,TN17039,"1291 Orange Maple St, London"
916,Sean George,1999,WG11512,"8169 Oak View St, Austin"
917,Michael Robert,1950,EK11330,"3553 Yellow St, Round Rock"
918,Beth Bob,1988,WX13156,"6324 Shallow Lake St, Georgetown"
919,Beth Gustavo,2001,SW16810,"384 Maple St, Austin"
920,Darrin Joe,1929,NZ16357,"954 Shallow Lake St, Dublin"
921,Natalie Bob,1918,AX15647,"3715 Orange Maple St, Dallas"
922,Natalie Gustavo,1985,SA10883,"3188 Shallow Lake St, Hutto"
923,Alice Rebeca,1935,WK11849,"1256 Big Sky Av, Dallas"
924,Darrin Bob,1959,KE14829,"6340 Congress Av, Round Rock"
925,Rebeca Fran,1939,AA19334,"2455 Maple St, Hutto"
926,Robert Gustavo,1953,NZ13202,"8970 Fireoak Av, Dallas"
927,Michael Joe,1982,GT10134,"4462 Maple St, Paris"
928,Darrin Beth,1963,GT11479,"2799 Windermeer St, Round Rock"
929,Bob Gustavo,1997,AA17782,"7819 Spicewood Av, London"
930,David Michael,1981,AZ16419,"8269 Congress Av, Del Valle"
931,Emily Beth,1955,TG10727,"8256 Maple St, Dallas"
932,Fran Alice,1915,LA12155,"7962 Yellow St, Del Valle"
933,David John,1942,NA13032,"3632 Winter Fall St, Dublin"
934,Michael Fran,1969,KW10398,"3153 Spicewood Av, Del Valle"
935,George Alice,1999,WZ13511,"4389 Oak View St, London"
936,Alice Darrin,1980,AK13380,"2158 Oak View St, Hutto"
937,Joe Darrin,1928,TA18754,"8904 Main St, Hutto"
938,David John,2007,EK19816,"2840 Main St, Del Valle"
939,Bob Alice,2009,LK10782,"2087 Fireoak Av, Amarillo"
940,Beth Bob,1977,TW11332,"2402 Congress Av, Paris"
941,Bob Emily,1956,SE15252,"2231 Fireoak Av, Amarillo"
942,Robert John,1969,XD15206,"1233 Main St, Del Valle"
943,Michael Magda,1959,GE15852,"8496 Congress Av, London"
944,Fran John,2006,GA16832,"304 Fireoak Av, Austin"
945,Fran Smith,2007,DK13500,"4281 Yellow St, London"
946,John Joe,1977,KT15365,"250 E 6th Street, Georgetown"
947,Natalie Fran,1987,TG17128,"8658 Orange Maple St, London"
948,Smith Darrin,1958,TK12146,"7689 Shallow Lake St, Dublin"
949,Sean Sean,1924,WG12526,"8592 Orange Maple St, Dublin"
950,Smith Smith,1915,XG10124,"6476 Oak View St, Hutto"
951,Fran Darrin,1934,ED14271,"4056 Spicewood Av, Round Rock"
952,Robert Smith,1946,SN11694,"4636 Fireoak Av, Austin"
953,Mary Joe,1951,ED17557,"3523 Maple St, Dublin"
954,Bob Mary,1930,ZG13404,"488 Winter Fall St, Georgetown"
955,Magda Beth,1991,KZ15251,"1936 Maple St, Amarillo"
956,Mary Magda,1976,TD15814,"1706 Fireoak Av, Dallas"
957,Fran Mary,1936,DG13071,"7607 Congress Av, Austin"
958,Mary Bob,1991,ZW18787,"125 E 6th Street, Georgetown"
959,Joe George,1956,KG11832,"4384 Yellow St, Austin"
960,Gustavo Beth,1917,SL15778,"2596 Orange Maple St, Georgetown"
961,Sean Magda,1934,AG18009,"2207 Orange Maple St, London"
962,Gustavo Gustavo,1992,DN15313,"5221 Winter Fall St, Dallas"
963,Robert Alice,1920,LG10400,"6469 Maple St, Del Valle"
964,Alice Natalie,2009,DE10503,"8306 Oak View St, Del Valle"
965,Alice Emily,1988,KX14829,"5344 Congress Av, Round Rock"
966,Beth Joe,1918,GK17992,"4459 Congress Av, Georgetown"
967,Robert George,1915,SN17809,"3999 Main St, Paris"
968,Darrin Gustavo,1928,ZA15008,"1778 Maple St, Georgetown"
969,Mary Smith,1920,TD19102,"1309 Oak View St, Round Rock"
970,Emily Darrin,1967,ET17155,"8845 Windermeer St, Dallas"
971,David Alice,1995,AX11100,"9031 Orange Maple St, Hutto"
972,Emily Joe,1926,SN15229,"5757 Oak View St, Dallas"
973,Michael Sean,1956,ES17645,"3866 Main St, London"
974,Beth Smith,1998,NX17514,"3433 Orange Maple St, Hutto"
975,Natalie Fran,1964,ZZ18042,"3310 Yellow St, Austin"
976,Sean Sean,1919,EW10532,"4708 Shallow Lake St, Georgetown"
977,Mary Darrin,1916,TN12472,"5561 Orange Maple St, Amarillo"
978,Sean John,2004,EK14653,"7840 Big Sky Av, Hutto"
979,Bob Natalie,1968,WG18592,"429 E 6th Street, Hutto"
980,Rebeca John,1942,ZE18800,"3176 Shallow Lake St, Hutto"
981,Joe David,1911,SE19573,"2898 E 6th Street, Amarillo"
982,Sean Rebeca,1926,TW14221,"8020 Big Sky Av, London"
983,Beth David,1990,WW12598,"3837 Main St, Dallas"
984,Sean Gustavo,1952,NA17644,"6598 Maple St, Dublin"
985,John Robert,2004,NX13737,"3269 Shallow Lake St, Dublin"
986,Rebeca Beth,2005,LG16472,"877 Yellow St, Georgetown"
987,Mary John,2002,GN15884,"2582 Fireoak Av, Dublin"
988,Smith Magda,1983,NL14399,"8511 Big Sky Av, Georgetown"
989,Emily Robert,1948,SX15505,"580 Windermeer St, Georgetown"
990,David Alice,1946,TA15244,"3842 Congress Av, Amarillo"
991,Joe Gustavo,1980,DW11324,"818 Congress Av, Dublin"
992,Michael John,1956,XZ12641,"8574 Yellow St, Dallas"
993,Alice Mary,1985,AZ13569,"4022 Winter Fall St, Paris"
994,John Beth,1977,LZ13566,"4930 Orange Maple St, Austin"
995,George Joe,1920,TD19346,"1829 E 6th Street, Georgetown"
996,Gustavo Smith,1946,TZ10419,"3661 Yellow St, Georgetown"
997,Smith Rebeca,1952,EX11820,"4841 E 6th Street, Dublin"
998,Joe Michael,1939,TD11407,"4624 Spicewood Av, London"
999,Alice Gustavo,1988,TK17586,"5853 Main St, Amarillo"
1000,Fran Natalie,1973,DS13821,"8869 Yellow St, Del Valle"
