RECN,NAME,YOB,LEGALID,ADDRESS
5693,Smith Michael,2003,WD17149,"1555 Shallow Lake St, Dallas"
5694,Rebeca Fran,1941,NS17846,"5874 Orange Maple St, Paris"
5695,Michael Smith,1915,XL18486,"3388 E 6th Street, Dublin"
5696,Magda Robert,1946,GW18377,"7425 Windermeer St, Amarillo"
5697,Bob Robert,1940,TN11558,"3750 Congress Av, Paris"
5698,Beth John,1913,ZW13983,"5570 Winter Fall St, Dublin"
5699,David Joe,1963,ZW13228,"2711 Main St, Dublin"
5700,Gustavo Fran,2007,DD16423,"5627 Maple St, Dublin"
5701,Natalie Smith,1932,AA15139,"7145 Orange Maple St, Amarillo"
5702,Michael Smith,2004,ZT14978,"1778 Fireoak Av, Austin"
5703,Magda George,1990,ZK17387,"7366 Main St, Round Rock"
5704,David Fran,2006,KG17536,"1885 Winter Fall St, Dallas"
5705,George Emily,1918,TS11481,"4295 Yellow St, Austin"
5706,Sean Natalie,1990,EG18872,"6576 Orange Maple St, London"
5707,George Mary,1942,SN12198,"3012 Fireoak Av, Paris"
5708,Bob Bob,1910,XZ16284,"3933 Congress Av, Paris"
5709,Joe Michael,1912,SE18780,"746 Congress Av, Hutto"
5710,Michael David,2006,KG15517,"9019 Fireoak Av, Amarillo"
5711,Robert Robert,1951,AX13678,"1844 Shallow Lake St, Amarillo"
5712,John Fran,1917,WA14734,"3584 Yellow St, Georgetown"
5713,Alice Rebeca,1918,GN11604,"986 Shallow Lake St, Austin"
5714,Rebeca Alice,1965,KL12503,"1846 Congress Av, Georgetown"
5715,John Darrin,1941,ZE14234,"5077 Orange Maple St, Dallas"
5716,Robert Rebeca,1936,XA11319,"4192 Congress Av, Austin"
5717,Sean Natalie,1928,AK13436,"7755 Congress Av, Dallas"
5718,Sean John,1959,EL15508,"5557 E 6th Street, Dublin"
5719,Fran Emily,1959,DL13139,"7183 Maple St, London"
5720,Magda Sean,1939,SA18435,"4255 Orange Maple St, Dallas"
5721,Robert George,1948,DD11000,"7145 Main St, Round Rock"
5722,Fran Alice,1927,WW13526,"4828 Big Sky Av, Dallas"
5723,Darrin David,1930,TG16092,"3586 Big Sky Av, Amarillo"
5724,Magda Beth,1934,XE13254,"6701 Windermeer St, Dublin"
5725,Natalie John,1947,TL14953,"5290 Big Sky Av, Dallas"
5726,Fran Beth,1919,ZT17498,"8177 Yellow St, Del Valle"
5727,Robert Natalie,1953,LE16556,"6464 Main St, Amarillo"
5728,Michael Gustavo,1969,XD14224,"4518 Maple St, Dallas"
5729,Gustavo Natalie,1965,KW17703,"653 Oak View St, Dallas"
5730,Natalie Smith,1963,KN10338,"2866 Congress Av, London"
5731,Darrin Fran,1953,XX18444,"5606 Windermeer St, Del Valle"
5732,Mary Darrin,1936,ED15109,"4399 Maple St, Dublin"
5733,David Gustavo,1940,SD14830,"3129 Main St, Hutto"
5734,Beth Smith,1931,KD11243,"8106 Big Sky Av, Austin"
5735,Emily Beth,1977,ZZ18035,"892 Yellow St, Del Valle"
5736,Magda Mary,1914,AN19999,"954 Big Sky Av, Dallas"
5737,Emily David,1935,EN14385,"2393 Yellow St, Dublin"
5738,Robert Magda,1951,ZL13724,"7346 E 6th Street, Amarillo"
5739,Gustavo David,1944,SK17341,"988 Shallow Lake St, Amarillo"
5740,Rebeca Bob,1963,NA14269,"4856 Oak View St, Dublin"
5741,Smith Magda,1954,GD13507,"3664 Windermeer St, Amarillo"
5742,Fran Magda,1944,KG13296,"8970 Windermeer St, Amarillo"
5743,George Emily,1968,KD14750,"2385 Maple St, Round Rock"
5744,Smith Mary,1966,TS16087,"3089 Maple St, Round Rock"
5745,Beth Darrin,1961,WT10832,"7602 E 6th Street, Austin"
5746,Fran Alice,1954,SW10842,"1402 Spicewood Av, Amarillo"
5747,Michael Natalie,1993,DD19474,"7368 Shallow Lake St, Round Rock"
5748,Gustavo Smith,1948,LT15225,"7094 Oak View St, Del Valle"
5749,Fran Bob,1929,GZ19830,"6218 Big Sky Av, Georgetown"
5750,John Joe,1968,AD19477,"7259 Orange Maple St, Dublin"
5751,Robert Sean,2006,KS14808,"4351 Main St, Paris"
5752,Beth Rebeca,1973,GG18695,"7406 Winter Fall St, Amarillo"
5753,George Magda,1945,XG15931,"7218 Yellow St, Paris"
5754,Michael John,1963,ZX13822,"1898 Main St, Austin"
5755,Robert Bob,1982,ZL13567,"1849 Winter Fall St, Amarillo"
5756,Gustavo John,1954,LT11112,"5924 Fireoak Av, Round Rock"
5757,Joe Joe,1975,AZ15218,"4186 Orange Maple St, Hutto"
5758,Emily Joe,2000,SS17014,"5825 Big Sky Av, Hutto"
5759,Alice Magda,1988,GK13667,"3742 Maple St, Hutto"
5760,George Joe,1957,DL10394,"6320 E 6th Street, Austin"
5761,Bob Smith,1938,NK16041,"6373 Spicewood Av, Dallas"
5762,Gustavo John,1984,ZT14896,"308 Big Sky Av, Dublin"
5763,Fran Emily,1972,XK17877,"1008 Big Sky Av, London"
5764,Smith Michael,2008,SD16233,"809 Spicewood Av, Hutto"
5765,George George,1934,LZ18259,"7962 Main St, London"
5766,Magda David,1983,EA12062,"7371 Big Sky Av, London"
5767,Natalie Emily,1986,EN10838,"6938 Fireoak Av, Dublin"
5768,Sean Smith,1993,KN15086,"8430 Shallow Lake St, Dublin"
5769,Fran Magda,1955,XW16012,"4732 Orange Maple St, Austin"
5770,David Rebeca,1925,SS14423,"4816 Orange Maple St, Round Rock"
5771,Natalie Darrin,1959,LT19623,"4678 Maple St, Amarillo"
5772,Smith David,1922,AS12623,"4776 Big Sky Av, Georgetown"
5773,Michael Smith,1920,TN11176,"5760 Shallow Lake St, Del Valle"
5774,Darrin Fran,1970,EE17333,"1132 Spicewood Av, Austin"
5775,John George,1930,KG17514,"1992 Shallow Lake St, Amarillo"
5776,Smith Michael,1976,LX12509,"7581 E 6th Street, Round Rock"
5777,Magda Robert,1996,GD13533,"4240 Winter Fall St, Amarillo"
5778,Smith Fran,1930,ST17913,"8583 E 6th Street, London"
5779,Mary Sean,1952,XX14311,"3924 Windermeer St, Amarillo"
5780,Michael Emily,1993,XK10484,"2951 Oak View St, Hutto"
5781,John Michael,1986,LK19542,"328 Maple St, London"
5782,John David,1970,WE17378,"3286 Congress Av, Austin"
5783,Natalie Joe,1984,LW15300,"6619 Congress Av, Round Rock"
5784,Natalie Darrin,1931,EE10920,"3819 Spicewood Av, Amarillo"
5785,Emily Fran,1989,KZ10530,"1985 Windermeer St, Hutto"
5786,Magda Emily,1987,WS10701,"7250 Winter Fall St, Dublin"
5787,Mary Bob,1923,KT10011,"8001 Big Sky Av, Del Valle"
5788,Michael Mary,1994,KT14680,"3900 Orange Maple St, Round Rock"
5789,Fran Gustavo,1956,KX10690,"2017 Fireoak Av, Del Valle"
5790,Alice Rebeca,1924,GN14100,"8938 Orange Maple St, London"
5791,Bob Natalie,1917,ZS18222,"1633 Main St, Hutto"
5792,Gustavo Darrin,1976,DX15069,"1366 Shallow Lake St, Dallas"
5793,Fran Robert,1990,ZA16908,"4052 Winter Fall St, Round Rock"
5794,Bob George,1910,ZT11561,"408 Oak View St, Georgetown"
5795,Alice Emily,1927,WN11946,"3044 Fireoak Av, London"
5796,Alice Rebeca,1969,DX15355,"3923 Orange Maple St, Hutto"
5797,Rebeca Joe,1913,LW10505,"3179 Big Sky Av, Paris"
5798,Rebeca Robert,1931,ST19752,"2331 E 6th Street, Hutto"
5799,Michael Darrin,1999,LN12017,"5733 Orange Maple St, Round Rock"
5800,Fran Robert,1948,EG11665,"4077 E 6th Street, Round Rock"
5801,Beth Emily,1914,ET11851,"6346 Big Sky Av, London"
5802,Magda Emily,1936,GG17569,"2264 Congress Av, Round Rock"
5803,Fran Fran,1969,XA17687,"5214 Fireoak Av, Del Valle"
5804,Darrin Gustavo,1911,AN12262,"5416 E 6th Street, Hutto"
5805,John Alice,1954,TX17785,"6391 Shallow Lake St, Dallas"
5806,Magda Emily,1930,WX18764,"4021 Main St, Dallas"
5807,Gustavo Joe,1980,ZA16043,"6070 Yellow St, Hutto"
5808,Darrin Natalie,1976,GD14242,"3680 Winter Fall St, Austin"
5809,Bob Beth,1920,LK13721,"145 Yellow St, Round Rock"
5810,Fran John,1948,DS15275,"3847 Big Sky Av, Del Valle"
5811,Alice Rebeca,1942,AE11107,"2326 Maple St, Dallas"
5812,Beth Beth,2005,XA16290,"8995 E 6th Street, Dallas"
5813,John Robert,2001,AN14542,"5516 Yellow St, Austin"
5814,John John,1927,GD14526,"8736 Fireoak Av, Austin"
5815,Joe Rebeca,2003,NW13222,"7328 Orange Maple St, London"
5816,Joe Alice,1954,DX13346,"2727 Congress Av, Round Rock"
5817,Emily Gustavo,1984,ZA18650,"8776 Winter Fall St, Hutto"
5818,Alice Smith,1955,AZ12285,"8016 Winter Fall St, Dublin"
5819,Sean Gustavo,2005,TK10351,"4736 E 6th Street, Paris"
5820,Joe Natalie,1966,KZ13602,"7673 Main St, London"
5821,Bob Emily,2005,SW15578,"2096 Maple St, Dublin"
5822,David Bob,1990,LA19592,"7289 Main St, Austin"
5823,Joe Beth,1932,SX17299,"7538 Maple St, Round Rock"
5824,Fran Darrin,1952,XG15375,"5212 Oak View St, Dallas"
5825,Mary Darrin,1924,GA12335,"2114 E 6th Street, London"
5826,Beth John,1951,NK15329,"531 Orange Maple St, Paris"
5827,Gustavo Darrin,1971,KA18083,"4266 Congress Av, Round Rock"
5828,Michael John,1998,NG17486,"336 E 6th Street, Paris"
5829,Gustavo Robert,1939,WW13391,"7550 Main St, London"
5830,Rebeca Smith,1984,DN11017,"1033 Spicewood Av, Round Rock"
5831,Natalie Mary,1967,SK15528,"2339 Yellow St, Georgetown"
5832,Robert Joe,1967,AT11666,"9069 Maple St, Amarillo"
5833,John Emily,1959,XZ14652,"6739 Orange Maple St, Round Rock"
5834,Bob Magda,1925,TA18045,"5560 Main St, Paris"
5835,Beth Rebeca,1919,DX17273,"6997 E 6th Street, Dublin"
5836,Mary Mary,1986,ZA13362,"4582 Oak View St, Round Rock"
5837,Beth Natalie,1967,KN15915,"5362 Maple St, Dublin"
5838,George Mary,1993,KE11171,"4865 Congress Av, Paris"
5839,Sean Gustavo,1992,DA13638,"3141 Congress Av, Paris"
5840,Emily Natalie,1923,EZ11034,"7343 Main St, Hutto"
5841,David John,1975,AG14985,"5381 Big Sky Av, Austin"
5842,John David,2004,NA17960,"2661 Big Sky Av, Round Rock"
5843,Beth Alice,1918,EX15297,"5392 E 6th Street, Dublin"
5844,Mary David,1941,ZE17089,"2599 Windermeer St, Paris"
5845,Darrin Smith,1931,ES13038,"1857 Maple St, London"
5846,Beth John,2004,XE10361,"4182 Yellow St, Amarillo"
5847,Darrin Michael,1957,GS15466,"481 Big Sky Av, London"
5848,Beth Michael,2008,GK16396,"2761 Winter Fall St, Austin"
5849,Alice Magda,1929,LS19625,"5651 Spicewood Av, Austin"
5850,Beth Fran,1982,SW12430,"4876 Big Sky Av, Hutto"
5851,Fran George,1990,ZX19726,"3962 E 6th Street, Paris"
5852,Beth Rebeca,1922,NE12171,"3966 Fireoak Av, Del Valle"
5853,Robert Fran,1982,ET19599,"6285 Winter Fall St, Paris"
5854,John Fran,2003,ND16624,"4107 Maple St, Round Rock"
5855,Alice Sean,1981,LT19058,"8655 Fireoak Av, Georgetown"
5856,Alice Gustavo,1991,ET12809,"8021 Congress Av, Round Rock"
5857,George Fran,2004,SE10083,"2357 Big Sky Av, Paris"
5858,Emily Rebeca,2002,KW18080,"1344 Spicewood Av, Paris"
5859,Alice Natalie,1963,TD11227,"1125 Big Sky Av, Amarillo"
5860,Natalie Magda,1912,GZ15817,"1612 Fireoak Av, Dublin"
5861,Magda Alice,1976,GS14553,"8328 Yellow St, Amarillo"
5862,George Alice,1980,ZN15307,"5050 Big Sky Av, Dublin"
5863,Gustavo Sean,1986,NT18714,"2126 Orange Maple St, Austin"
5864,Natalie Emily,1917,DZ15385,"7582 Big Sky Av, Georgetown"
5865,Fran Magda,1939,DK13661,"250 Big Sky Av, Dublin"
5866,Joe Alice,1972,ZZ15333,"8834 Fireoak Av, Austin"
5867,Mary Smith,2001,ST17915,"8600 Maple St, Hutto"
5868,Gustavo Darrin,1958,SS14032,"3801 Congress Av, Dublin"
5869,Robert Bob,1976,XT16951,"7560 Winter Fall St, Dublin"
5870,Sean Alice,1992,SA16934,"6541 Fireoak Av, Del Valle"
5871,Michael Gustavo,1920,AE19764,"2148 Yellow St, Dallas"
5872,Darrin Joe,2006,WA15271,"3237 Orange Maple St, London"
5873,Fran Smith,1986,ZK12917,"1594 Yellow St, Paris"
5874,Robert Michael,1920,XL11988,"8916 Yellow St, Dublin"
5875,Gustavo Fran,1930,GG12618,"643 Windermeer St, Paris"
5876,Fran Mary,1966,SE16114,"7911 Big Sky Av, Dallas"
5877,Alice Mary,1988,KW18807,"454 Windermeer St, Dublin"
5878,Joe Rebeca,1945,AA15953,"5101 Spicewood Av, Paris"
5879,Sean Rebeca,1968,KX18483,"2193 Main St, Del Valle"
5880,Magda Fran,1978,XX14657,"8969 Windermeer St, Paris"
5881,Michael Gustavo,1914,DZ14556,"8500 Big Sky Av, Hutto"
5882,Emily Smith,1991,EZ18164,"1951 Windermeer St, Austin"
5883,Darrin Smith,1912,NZ18881,"6989 Orange Maple St, Paris"
5884,John Darrin,1930,LN17109,"5100 Orange Maple St, Dublin"
5885,Gustavo Gustavo,1978,GS14553,"2947 Windermeer St, Austin"
5886,Bob Emily,1986,TX11399,"1348 Main St, Dublin"
5887,Smith Rebeca,1995,AT15596,"1697 Fireoak Av, Dublin"
5888,David Bob,1994,XA12018,"4663 Congress Av, Dublin"
5889,John Natalie,1950,ND18671,"1087 Congress Av, Georgetown"
5890,Mary Gustavo,1915,XL12512,"1419 Maple St, Hutto"
5891,Bob Mary,1975,SW13294,"7454 Winter Fall St, Paris"
5892,Sean Smith,1916,NZ19016,"2050 Maple St, Dallas"
5893,George Joe,1990,WK10070,"2365 Fireoak Av, Amarillo"
5894,Fran Bob,1947,ES18355,"4389 Spicewood Av, Paris"
5895,Smith Michael,1986,NX16678,"8097 Big Sky Av, Hutto"
5896,Sean Alice,1964,DW17782,"5808 Shallow Lake St, Amarillo"
5897,Robert Michael,1942,AE11455,"6382 Orange Maple St, Del Valle"
5898,Sean Beth,1962,TZ10553,"5726 Oak View St, Paris"
5899,Michael Michael,1934,XS10446,"4620 Main St, Del Valle"
5900,Beth Beth,1920,KA17456,"5902 Shallow Lake St, Hutto"
5901,Magda John,1993,GL15951,"6892 Oak View St, Hutto"
5902,Gustavo Magda,1939,KK10782,"5384 Maple St, Hutto"
5903,Sean George,1925,AZ13684,"4253 Maple St, Amarillo"
5904,Rebeca Michael,1985,LD18410,"1930 Orange Maple St, Round Rock"
5905,Rebeca Gustavo,1995,LG16858,"1663 Orange Maple St, Round Rock"
5906,Rebeca Rebeca,1987,AX15273,"7664 Spicewood Av, Del Valle"
5907,Michael Mary,1942,KG14926,"5997 Main St, Dallas"
5908,David Rebeca,2009,DL14107,"9016 Shallow Lake St, Austin"
5909,Michael Beth,1958,DL11526,"5458 E 6th Street, Georgetown"
5910,Alice Michael,1950,NT12962,"1203 Winter Fall St, Georgetown"
5911,Smith Robert,1984,LT13391,"4202 Big Sky Av, Georgetown"
5912,Alice Natalie,1978,ZS12733,"5469 Winter Fall St, Amarillo"
5913,Joe Robert,1997,ZE16055,"6390 Main St, Dallas"
5914,Fran Joe,1962,XW18701,"8703 E 6th Street, Georgetown"
5915,Emily David,1979,WA14131,"4215 Big Sky Av, Dallas"
5916,Emily Sean,2001,WT10153,"3478 Fireoak Av, Hutto"
5917,Emily Gustavo,1955,LG10468,"2858 Fireoak Av, London"
5918,Alice Natalie,1960,WW15397,"4081 Yellow St, London"
5919,David Joe,1931,WL10340,"1887 Big Sky Av, Round Rock"
5920,Beth Rebeca,2005,NS17782,"1779 Congress Av, Dublin"
5921,Joe George,1934,EE13621,"4255 Yellow St, Amarillo"
5922,Darrin John,1996,EG19147,"562 Congress Av, Paris"
5923,Alice Mary,1965,AN13217,"1373 Shallow Lake St, Del Valle"
5924,Michael Darrin,2000,XA18709,"617 Main St, Amarillo"
5925,Fran Darrin,1975,WS11048,"1380 Orange Maple St, Georgetown"
5926,Joe Magda,1968,ED13586,"2451 E 6th Street, Austin"
5927,Michael Gustavo,1995,NW15310,"1888 Spicewood Av, Round Rock"
5928,Bob Bob,2006,DG18278,"4512 Orange Maple St, Paris"
5929,Emily George,1915,XA15323,"8146 Maple St, Paris"
5930,Emily Joe,1929,SE14989,"7940 Fireoak Av, Georgetown"
5931,Mary Fran,1945,WN11170,"5932 Big Sky Av, Hutto"
5932,George Michael,1972,SE16818,"8351 Fireoak Av, Paris"
5933,Mary Joe,1929,NX19286,"3080 Oak View St, Del Valle"
5934,Smith Sean,1938,ST19432,"4434 Windermeer St, Amarillo"
5935,Joe Mary,1973,AE12334,"6013 Winter Fall St, Del Valle"
5936,Emily Magda,1952,GK13123,"4468 Big Sky Av, Round Rock"
5937,Darrin Bob,1985,KN15824,"7628 Oak View St, Dublin"
5938,George Mary,1976,ES16014,"2944 Congress Av, Hutto"
5939,Sean Magda,1914,EN14406,"575 Winter Fall St, Amarillo"
5940,Beth Beth,1934,AD19727,"6355 Winter Fall St, Hutto"
5941,Sean Alice,1947,EW19546,"8046 Congress Av, Paris"
5942,Smith Gustavo,1953,TZ13403,"7756 Shallow Lake St, Dallas"
5943,Bob George,1951,EK14486,"112 Oak View St, Austin"
5944,Gustavo Gustavo,1993,EX16548,"4230 Spicewood Av, Round Rock"
5945,Joe Mary,1950,ZT13879,"2239 Windermeer St, Paris"
5946,Emily Fran,1965,NK15480,"9062 Oak View St, Dallas"
5947,Mary Magda,1933,SE10232,"1813 Windermeer St, Georgetown"
5948,Robert Emily,2007,SG11574,"4431 Spicewood Av, Austin"
5949,Gustavo Gustavo,1947,ST10535,"2805 Big Sky Av, Paris"
5950,Gustavo Bob,1920,DT11413,"2412 Oak View St, Paris"
5951,Joe Emily,1977,NX10264,"2269 Yellow St, Austin"
5952,Michael Robert,1987,LE15554,"3774 Maple St, Round Rock"
5953,Natalie Magda,1941,LG14427,"8820 Winter Fall St, Del Valle"
5954,Joe Emily,2005,EZ12582,"8562 Big Sky Av, Del Valle"
5955,Beth Joe,1980,GX14879,"6031 Maple St, Del Valle"
5956,Alice Magda,1938,NA11657,"3188 Maple St, Dallas"
5957,Bob Mary,1960,LE16002,"3248 Spicewood Av, Round Rock"
5958,Gustavo Smith,1913,WA10170,"3866 Yellow St, Dallas"
5959,Magda Magda,1961,GG13146,"2916 Winter Fall St, Georgetown"
5960,Darrin Joe,1979,TN19861,"5108 Big Sky Av, Georgetown"
5961,Rebeca Bob,1927,AK14806,"1019 Congress Av, Hutto"
5962,Beth David,1994,WN11401,"7690 Main St, Dublin"
5963,Beth Michael,1982,NE13910,"5898 Shallow Lake St, Paris"
5964,John Gustavo,1914,LT14239,"2925 Spicewood Av, Paris"
5965,Alice John,1962,GA10179,"4953 Orange Maple St, Georgetown"
5966,Robert David,1935,TE18190,"814 Yellow St, Hutto"
5967,Sean Alice,1971,AD12271,"9054 E 6th Street, Paris"
5968,Joe George,1960,WW13616,"4044 Big Sky Av, Amarillo"
5969,George Sean,1945,XZ19244,"876 Yellow St, London"
5970,Beth Smith,1964,AA19034,"6652 Orange Maple St, Dublin"
5971,Smith Mary,1992,WA11808,"6946 E 6th Street, Georgetown"
5972,John David,1939,EL15438,"7369 Winter Fall St, Del Valle"
5973,Natalie John,1952,SD18933,"9080 Yellow St, Hutto"
5974,Mary Fran,1936,ZZ13988,"4392 Oak View St, Dallas"
5975,George Rebeca,2003,WW19565,"2735 Yellow St, Georgetown"
5976,Natalie Mary,1915,DW13925,"7087 Maple St, Amarillo"
5977,George Joe,2005,KG19841,"7612 E 6th Street, Dallas"
5978,Magda David,1972,TN11757,"7456 Windermeer St, Round Rock"
5979,Fran Gustavo,1924,DA15285,"7377 Winter Fall St, Georgetown"
5980,Robert Magda,1952,ND15490,"1894 Congress Av, Georgetown"
5981,Bob Bob,1946,DS15682,"8002 Big Sky Av, Hutto"
5982,Michael Gustavo,1931,LZ16940,"172 Main St, London"
5983,Fran Magda,1961,ES16601,"215 E 6th Street, Georgetown"
5984,Michael Mary,2000,NA16445,"2290 Fireoak Av, Amarillo"
5985,Robert Mary,1930,SG13014,"7147 Big Sky Av, Dublin"
5986,Natalie John,1996,DK19200,"6279 Windermeer St, Del Valle"
5987,Robert Magda,1948,AG17124,"2766 Congress Av, Amarillo"
5988,Michael Darrin,1935,AG18509,"7560 Oak View St, Amarillo"
5989,Emily Emily,2009,TA13763,"8520 Big Sky Av, Hutto"
5990,Rebeca Robert,1994,AE11328,"3095 Big Sky Av, Amarillo"
5991,Sean Alice,1978,ES16289,"6283 Maple St, Austin"
5992,Joe Beth,1961,ET11758,"1462 Orange Maple St, Del Valle"
5993,Bob Natalie,1938,GZ11987,"5251 E 6th Street, Del Valle"
5994,Fran Fran,1979,AA10476,"7852 Fireoak Av, Round Rock"
5995,Joe Mary,1924,NA12300,"8081 Maple St, Austin"
5996,John Beth,1965,TE10167,"1335 Yellow St, Hutto"
5997,George John,1942,GW16428,"4474 Main St, Del Valle"
5998,Robert Mary,1932,LX13639,"3034 Oak View St, Del Valle"
5999,Michael Emily,1912,ZL16181,"5490 Windermeer St, Dublin"
6000,Rebeca Fran,1936,SG18464,"6716 Oak View St, Dallas"
6001,Emily Natalie,1992,NK16699,"4421 Big Sky Av, Georgetown"
6002,Sean Gustavo,1944,EN11244,"390 E 6th Street, Georgetown"
6003,Robert Natalie,1943,DZ19169,"5498 Windermeer St, London"
6004,Natalie Emily,1972,ST10371,"5555 Shallow Lake St, Del Valle"
6005,Emily Fran,2008,TK19913,"5591 Big Sky Av, Georgetown"
6006,Natalie Darrin,1935,TD18226,"4729 Winter Fall St, London"
6007,Fran Bob,1947,ZG18418,"9027 Big Sky Av, Dallas"
6008,Beth Natalie,1974,XK10982,"191 Winter Fall St, Hutto"
6009,Joe David,1966,DS15134,"8497 Big Sky Av, Georgetown"
6010,Gustavo Beth,1941,NS10344,"2996 Congress Av, Del Valle"
6011,Alice Sean,1985,TS15848,"8338 Winter Fall St, Paris"
6012,Sean Alice,1923,ZS11413,"1181 Main St, Dublin"
6013,Beth Natalie,1948,AD19149,"7230 Maple St, Dublin"
6014,Magda George,1919,KZ19859,"5556 Maple St, London"
6015,Rebeca Gustavo,1958,DS15072,"2721 Main St, Hutto"
6016,Fran Fran,1993,NX17982,"1050 Oak View St, Round Rock"
6017,Natalie John,1912,ZN17803,"136 Orange Maple St, Hutto"
6018,Rebeca David,1994,AA16024,"439 Main St, Amarillo"
6019,Fran Bob,2007,ZT13671,"1952 Yellow St, Georgetown"
6020,Magda Emily,1958,ST17608,"703 Orange Maple St, Amarillo"
6021,John Michael,1952,EL19654,"6959 Windermeer St, Hutto"
6022,Gustavo Darrin,1957,GK13758,"5942 Congress Av, Dallas"
6023,Michael Fran,1964,XZ14407,"1119 E 6th Street, Round Rock"
6024,George Gustavo,1980,SW18099,"6353 Maple St, Amarillo"
6025,Fran Gustavo,2005,XX16343,"6405 Fireoak Av, Amarillo"
6026,Beth Emily,2005,KA10606,"7575 Yellow St, Dallas"
6027,Alice Sean,1915,TZ12179,"2366 E 6th Street, Dallas"
6028,Alice Robert,1959,AA18693,"8179 Windermeer St, Round Rock"
6029,Magda George,1989,SW19943,"1216 Spicewood Av, Del Valle"
6030,Sean Fran,1940,DN17037,"7313 Spicewood Av, Dallas"
6031,Fran David,1990,LL17306,"7289 E 6th Street, Georgetown"
6032,David Fran,1963,SE12334,"5458 Shallow Lake St, Dallas"
6033,Magda Magda,2006,DX12849,"4417 Yellow St, Austin"
6034,Emily Smith,1959,GG14815,"8666 Maple St, Amarillo"
6035,Gustavo George,1989,AT12305,"7325 Oak View St, Round Rock"
6036,Fran Robert,2000,ZL10178,"4693 Fireoak Av, Georgetown"
6037,Darrin Alice,1978,XD12812,"3722 Orange Maple St, Round Rock"
6038,Emily Fran,1978,DX10974,"6670 Main St, Dublin"
6039,Emily Smith,1997,NX13242,"803 E 6th Street, Dallas"
6040,Bob Fran,1935,WE19938,"527 Yellow St, Hutto"
6041,Magda Bob,2008,LS17887,"8183 Windermeer St, Del Valle"
6042,Michael Sean,1974,XE17356,"5779 Congress Av, Dallas"
6043,Mary George,1983,TL17511,"2110 Main St, Austin"
6044,Gustavo Michael,1975,TG11693,"3770 Windermeer St, Austin"
6045,Fran Michael,1943,AX10361,"3895 Spicewood Av, London"
6046,Magda George,1954,TS13017,"4906 Yellow St, Amarillo"
6047,Darrin John,1955,WD10543,"4825 E 6th Street, London"
6048,Rebeca Michael,1922,LN12798,"5535 Fireoak Av, Dublin"
6049,Magda Michael,1999,WN16883,"2553 Fireoak Av, Austin"
6050,Gustavo Gustavo,1933,GL14230,"7957 Big Sky Av, Del Valle"
6051,Magda Emily,2001,XX12790,"7195 Oak View St, Dublin"
6052,Darrin Bob,1940,NL17211,"2621 Orange Maple St, Georgetown"
6053,David Alice,2005,GK12820,"6253 Oak View St, Dallas"
6054,Smith Robert,1988,NW14685,"1559 Spicewood Av, London"
6055,Beth Smith,1950,SD16391,"8770 Main St, Amarillo"
6056,Darrin Smith,1987,WS17134,"7465 Main St, Georgetown"
6057,Smith Beth,1935,AT11272,"6635 Orange Maple St, Austin"
6058,David John,1982,KW11018,"1514 Big Sky Av, Paris"
6059,Robert Magda,1938,AA12164,"6316 Big Sky Av, Austin"
6060,Mary John,1947,EL11215,"4052 Fireoak Av, Dublin"
6061,Michael Alice,1918,ZN17059,"5956 Spicewood Av, Dallas"
6062,Joe Joe,1950,ZG17851,"6494 Windermeer St, Georgetown"
6063,George Beth,1955,SE18705,"7584 Orange Maple St, Austin"
6064,Smith Alice,1984,SG10052,"8448 Yellow St, Austin"
6065,Gustavo Alice,2000,ES15038,"7937 Windermeer St, Round Rock"
6066,Emily Mary,1976,XL17073,"3748 Congress Av, Round Rock"
6067,Magda Rebeca,2009,NW14214,"1754 Oak View St, Paris"
6068,Sean Emily,1960,XK11225,"1489 Oak View St, Paris"
6069,Natalie Sean,2000,TE17504,"4027 Orange Maple St, Georgetown"
6070,George Michael,1921,GE19384,"5314 Congress Av, London"
6071,Fran Bob,1995,NN15847,"8690 Maple St, Dublin"
6072,Rebeca Alice,1982,DG13424,"2483 Spicewood Av, Paris"
6073,Joe David,1911,NE17136,"7328 Orange Maple St, Dublin"
6074,Emily Alice,1972,GE19559,"7888 Orange Maple St, Round Rock"
6075,Emily Michael,1931,SX12268,"6081 Spicewood Av, Hutto"
6076,Smith Robert,1966,EW13973,"7093 Main St, Paris"
6077,Sean Mary,1975,WS17515,"3445 Main St, Amarillo"
6078,Alice Alice,1944,LN16699,"6467 Spicewood Av, London"
6079,John Emily,2004,AE12091,"6958 Big Sky Av, Dallas"
6080,Gustavo George,1975,AS13312,"6880 E 6th Street, Georgetown"
6081,Robert Natalie,1941,WK13892,"2064 Orange Maple St, Amarillo"
6082,Gustavo Joe,1932,SG14905,"5520 Congress Av, Paris"
6083,Emily Alice,1943,XS18468,"6854 Orange Maple St, Paris"
6084,Michael Gustavo,1967,TL17746,"5095 Shallow Lake St, Amarillo"
6085,Sean Natalie,2000,ES14951,"853 Spicewood Av, Amarillo"
6086,Darrin Smith,1999,EE13245,"3809 Spicewood Av, Del Valle"
6087,Beth Sean,1973,LX13997,"6772 Congress Av, Del Valle"
6088,Natalie Rebeca,1916,EN17593,"2525 E 6th Street, Austin"
6089,George Alice,1917,NA13791,"8981 Fireoak Av, Del Valle"
6090,Natalie Gustavo,1998,SN11375,"4521 Fireoak Av, Paris"
6091,George David,1935,DZ13229,"2324 Windermeer St, Hutto"
